Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:24:33.089984092,E4_Acc,2024-06-28 11:28:33.847680092,-59.0,-18.0,17.0
1904-01-01 00:24:33.121234092,E4_Acc,2024-06-28 11:28:33.878930092,-59.0,-18.0,17.0
1904-01-01 00:24:33.152484092,E4_Acc,2024-06-28 11:28:33.910180092,-60.0,-18.0,17.0
1904-01-01 00:24:33.183734092,E4_Acc,2024-06-28 11:28:33.941430092,-60.0,-18.0,17.0
1904-01-01 00:24:33.214984092,E4_Acc,2024-06-28 11:28:33.972680092,-60.0,-17.0,17.0
1904-01-01 00:24:33.246234091,E4_Acc,2024-06-28 11:28:34.003930091,-59.0,-16.0,17.0
1904-01-01 00:24:33.277484092,E4_Acc,2024-06-28 11:28:34.035180092,-60.0,-16.0,17.0
1904-01-01 00:24:33.308744105,E4_Acc,2024-06-28 11:28:34.066440105,-60.0,-17.0,17.0
1904-01-01 00:24:33.339994105,E4_Acc,2024-06-28 11:28:34.097690105,-60.0,-17.0,17.0
1904-01-01 00:24:33.371244105,E4_Acc,2024-06-28 11:28:34.128940105,-59.0,-17.0,17.0
1904-01-01 00:24:33.402494105,E4_Acc,2024-06-28 11:28:34.160190105,-59.0,-17.0,17.0
1904-01-01 00:24:33.433744105,E4_Acc,2024-06-28 11:28:34.191440105,-59.0,-18.0,17.0
1904-01-01 00:24:33.464994105,E4_Acc,2024-06-28 11:28:34.222690105,-60.0,-18.0,17.0
1904-01-01 00:24:33.496244105,E4_Acc,2024-06-28 11:28:34.253940105,-59.0,-17.0,17.0
1904-01-01 00:24:33.527504119,E4_Acc,2024-06-28 11:28:34.285200119,-59.0,-17.0,17.0
1904-01-01 00:24:33.558754119,E4_Acc,2024-06-28 11:28:34.316450119,-60.0,-17.0,17.0
1904-01-01 00:24:33.590004119,E4_Acc,2024-06-28 11:28:34.347700119,-60.0,-17.0,17.0
1904-01-01 00:24:33.621254119,E4_Acc,2024-06-28 11:28:34.378950119,-60.0,-17.0,17.0
1904-01-01 00:24:33.652504119,E4_Acc,2024-06-28 11:28:34.410200119,-60.0,-17.0,17.0
1904-01-01 00:24:33.683754119,E4_Acc,2024-06-28 11:28:34.441450119,-59.0,-17.0,17.0
1904-01-01 00:24:33.715004119,E4_Acc,2024-06-28 11:28:34.472700119,-60.0,-17.0,17.0
1904-01-01 00:24:33.746263893,E4_Acc,2024-06-28 11:28:34.503959893,-60.0,-17.0,17.0
1904-01-01 00:24:33.777513893,E4_Acc,2024-06-28 11:28:34.535209893,-60.0,-17.0,17.0
1904-01-01 00:24:33.808763894,E4_Acc,2024-06-28 11:28:34.566459894,-59.0,-17.0,17.0
1904-01-01 00:24:33.840013894,E4_Acc,2024-06-28 11:28:34.597709894,-59.0,-17.0,17.0
1904-01-01 00:24:33.871263894,E4_Acc,2024-06-28 11:28:34.628959894,-60.0,-17.0,17.0
1904-01-01 00:24:33.902513894,E4_Acc,2024-06-28 11:28:34.660209894,-60.0,-17.0,17.0
1904-01-01 00:24:33.933763894,E4_Acc,2024-06-28 11:28:34.691459894,-60.0,-17.0,17.0
1904-01-01 00:24:33.965023908,E4_Acc,2024-06-28 11:28:34.722719908,-59.0,-17.0,17.0
1904-01-01 00:24:33.996273908,E4_Acc,2024-06-28 11:28:34.753969908,-58.0,-16.0,17.0
1904-01-01 00:24:34.027523908,E4_Acc,2024-06-28 11:28:34.785219908,-60.0,-17.0,17.0
1904-01-01 00:24:34.058773908,E4_Acc,2024-06-28 11:28:34.816469908,-60.0,-17.0,17.0
1904-01-01 00:24:34.090023908,E4_Acc,2024-06-28 11:28:34.847719908,-61.0,-17.0,17.0
1904-01-01 00:24:34.121273908,E4_Acc,2024-06-28 11:28:34.878969908,-59.0,-16.0,17.0
1904-01-01 00:24:34.152523908,E4_Acc,2024-06-28 11:28:34.910219908,-59.0,-16.0,18.0
1904-01-01 00:24:34.183783921,E4_Acc,2024-06-28 11:28:34.941479921,-59.0,-17.0,17.0
1904-01-01 00:24:34.215033921,E4_Acc,2024-06-28 11:28:34.972729921,-59.0,-17.0,17.0
1904-01-01 00:24:34.246283921,E4_Acc,2024-06-28 11:28:35.003979921,-59.0,-17.0,17.0
1904-01-01 00:24:34.277533921,E4_Acc,2024-06-28 11:28:35.035229921,-59.0,-17.0,17.0
1904-01-01 00:24:34.308783921,E4_Acc,2024-06-28 11:28:35.066479921,-59.0,-17.0,17.0
1904-01-01 00:24:34.340033921,E4_Acc,2024-06-28 11:28:35.097729921,-60.0,-17.0,17.0
1904-01-01 00:24:34.371283921,E4_Acc,2024-06-28 11:28:35.128979921,-60.0,-17.0,17.0
1904-01-01 00:24:34.402543935,E4_Acc,2024-06-28 11:28:35.160239935,-59.0,-17.0,17.0
1904-01-01 00:24:34.433793935,E4_Acc,2024-06-28 11:28:35.191489935,-59.0,-17.0,17.0
1904-01-01 00:24:34.465043935,E4_Acc,2024-06-28 11:28:35.222739935,-60.0,-17.0,17.0
1904-01-01 00:24:34.496293935,E4_Acc,2024-06-28 11:28:35.253989935,-60.0,-18.0,16.0
1904-01-01 00:24:34.527543935,E4_Acc,2024-06-28 11:28:35.285239935,-60.0,-18.0,17.0
1904-01-01 00:24:34.558793935,E4_Acc,2024-06-28 11:28:35.316489935,-59.0,-17.0,17.0
1904-01-01 00:24:34.590043935,E4_Acc,2024-06-28 11:28:35.347739935,-59.0,-17.0,17.0
1904-01-01 00:24:34.621303949,E4_Acc,2024-06-28 11:28:35.378999949,-59.0,-17.0,17.0
1904-01-01 00:24:34.652553949,E4_Acc,2024-06-28 11:28:35.410249949,-60.0,-17.0,17.0
1904-01-01 00:24:34.683803949,E4_Acc,2024-06-28 11:28:35.441499949,-60.0,-17.0,17.0
1904-01-01 00:24:34.715053949,E4_Acc,2024-06-28 11:28:35.472749949,-60.0,-17.0,17.0
1904-01-01 00:24:34.746303949,E4_Acc,2024-06-28 11:28:35.503999949,-60.0,-17.0,17.0
1904-01-01 00:24:34.777553949,E4_Acc,2024-06-28 11:28:35.535249949,-59.0,-17.0,17.0
