,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
2,1904-01-01 00:10:23.634976000,605.1700304,35001,18973,37.946
10,1904-01-01 00:11:47.160992000,688.6958963,35002,60735,121.47
12,1904-01-01 00:11:58.250975999,699.7861031,35003,66279,132.558
19,1904-01-01 00:13:07.473984000,769.0083587,35004,100889,201.778
22,1904-01-01 00:13:36.705984000,798.2440079,35005,115506,231.012
30,1904-01-01 00:15:02.270976000,883.8050548,35101,158285,316.57
37,1904-01-01 00:16:12.458976000,953.9933149,35201,193378,386.756
41,1904-01-01 00:16:43.904992000,985.4387957,35301,209100,418.2
66,1904-01-01 00:21:27.356000000,1268.8887331,35102,350819,701.638
73,1904-01-01 00:22:34.352000000,1335.8849908,35202,384316,768.632
77,1904-01-01 00:23:12.265984000,1373.7981629,35302,403271,806.542
151,1904-01-01 00:37:17.654976000,2219.1837224,35103,825947,1651.894
156,1904-01-01 00:38:06.857984000,2268.3871606,35203,850548,1701.096
159,1904-01-01 00:38:39.204992000,2300.7339303,35303,866721,1733.442
