,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
4,1904-01-01 00:39:16.733984,2336.6491016,35001,28069,56.138
11,1904-01-01 00:40:17.985984,2397.9019453,35002,58695,117.39
13,1904-01-01 00:40:29.953984,2409.8696475,35003,64678,129.356
19,1904-01-01 00:41:29.032992,2468.9482268,35004,94216,188.432
21,1904-01-01 00:41:47.194976,2487.1110045,35005,103297,206.594
32,1904-01-01 00:43:41.292992,2601.2085942,35101,160343,320.686
41,1904-01-01 00:45:16.168000,2696.0875518,35201,207781,415.562
44,1904-01-01 00:45:41.578976,2721.4952747,35301,220484,440.968
95,1904-01-01 00:55:59.568992,3339.4846235,35102,529466,1058.932
100,1904-01-01 00:56:48.288992,3388.2047206,35202,553825,1107.65
102,1904-01-01 00:57:11.336000,3411.2511271,35302,565348,1130.696
140,1904-01-01 01:04:22.728992,3842.644584,35103,781036,1562.072
146,1904-01-01 01:05:20.941984,3900.8579062,35203,810142,1620.284
149,1904-01-01 01:05:44.372992,3924.2881964,35303,821856,1643.712
154,1904-01-01 01:06:25.916000,3965.8347426,35006,842628,1685.256
