Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:12:41.098976888,E4_Acc,2024-06-25 12:45:39.041349888,-40.0,44.0,-24.0
1904-01-01 00:12:41.130226888,E4_Acc,2024-06-25 12:45:39.072599888,-40.0,44.0,-24.0
1904-01-01 00:12:41.161476888,E4_Acc,2024-06-25 12:45:39.103849888,-40.0,44.0,-24.0
1904-01-01 00:12:41.192736901,E4_Acc,2024-06-25 12:45:39.135109901,-40.0,44.0,-24.0
1904-01-01 00:12:41.223986901,E4_Acc,2024-06-25 12:45:39.166359901,-40.0,44.0,-24.0
1904-01-01 00:12:41.255236901,E4_Acc,2024-06-25 12:45:39.197609901,-40.0,44.0,-24.0
1904-01-01 00:12:41.286486901,E4_Acc,2024-06-25 12:45:39.228859901,-40.0,44.0,-24.0
1904-01-01 00:12:41.317736900,E4_Acc,2024-06-25 12:45:39.260109900,-40.0,44.0,-24.0
1904-01-01 00:12:41.348986901,E4_Acc,2024-06-25 12:45:39.291359901,-39.0,44.0,-24.0
1904-01-01 00:12:41.380236901,E4_Acc,2024-06-25 12:45:39.322609901,-40.0,44.0,-24.0
1904-01-01 00:12:41.411496915,E4_Acc,2024-06-25 12:45:39.353869915,-40.0,44.0,-24.0
1904-01-01 00:12:41.442746915,E4_Acc,2024-06-25 12:45:39.385119915,-40.0,44.0,-24.0
1904-01-01 00:12:41.473996915,E4_Acc,2024-06-25 12:45:39.416369915,-40.0,44.0,-24.0
1904-01-01 00:12:41.505246915,E4_Acc,2024-06-25 12:45:39.447619915,-40.0,44.0,-24.0
1904-01-01 00:12:41.536496915,E4_Acc,2024-06-25 12:45:39.478869915,-40.0,44.0,-24.0
1904-01-01 00:12:41.567746915,E4_Acc,2024-06-25 12:45:39.510119915,-40.0,44.0,-24.0
1904-01-01 00:12:41.598996915,E4_Acc,2024-06-25 12:45:39.541369915,-40.0,44.0,-24.0
1904-01-01 00:12:41.630256929,E4_Acc,2024-06-25 12:45:39.572629929,-40.0,44.0,-24.0
1904-01-01 00:12:41.661506929,E4_Acc,2024-06-25 12:45:39.603879929,-40.0,44.0,-24.0
1904-01-01 00:12:41.692756929,E4_Acc,2024-06-25 12:45:39.635129929,-40.0,44.0,-24.0
1904-01-01 00:12:41.724006929,E4_Acc,2024-06-25 12:45:39.666379929,-40.0,44.0,-24.0
1904-01-01 00:12:41.755256929,E4_Acc,2024-06-25 12:45:39.697629929,-40.0,44.0,-24.0
1904-01-01 00:12:41.786506929,E4_Acc,2024-06-25 12:45:39.728879929,-40.0,44.0,-24.0
1904-01-01 00:12:41.817756929,E4_Acc,2024-06-25 12:45:39.760129929,-39.0,44.0,-24.0
1904-01-01 00:12:41.849016942,E4_Acc,2024-06-25 12:45:39.791389942,-40.0,44.0,-24.0
1904-01-01 00:12:41.880266942,E4_Acc,2024-06-25 12:45:39.822639942,-40.0,44.0,-24.0
1904-01-01 00:12:41.911516942,E4_Acc,2024-06-25 12:45:39.853889942,-40.0,44.0,-24.0
1904-01-01 00:12:41.942766942,E4_Acc,2024-06-25 12:45:39.885139942,-40.0,44.0,-24.0
1904-01-01 00:12:41.974016942,E4_Acc,2024-06-25 12:45:39.916389942,-40.0,44.0,-24.0
1904-01-01 00:12:42.005266942,E4_Acc,2024-06-25 12:45:39.947639942,-40.0,44.0,-24.0
1904-01-01 00:12:42.036516942,E4_Acc,2024-06-25 12:45:39.978889942,-40.0,44.0,-24.0
1904-01-01 00:12:42.067776956,E4_Acc,2024-06-25 12:45:40.010149956,-39.0,44.0,-23.0
1904-01-01 00:12:42.099026956,E4_Acc,2024-06-25 12:45:40.041399956,-39.0,44.0,-24.0
1904-01-01 00:12:42.130276956,E4_Acc,2024-06-25 12:45:40.072649956,-40.0,44.0,-24.0
1904-01-01 00:12:42.161526956,E4_Acc,2024-06-25 12:45:40.103899956,-41.0,44.0,-24.0
1904-01-01 00:12:42.192776956,E4_Acc,2024-06-25 12:45:40.135149956,-40.0,44.0,-24.0
1904-01-01 00:12:42.224026956,E4_Acc,2024-06-25 12:45:40.166399956,-39.0,44.0,-24.0
1904-01-01 00:12:42.255276956,E4_Acc,2024-06-25 12:45:40.197649956,-39.0,44.0,-23.0
1904-01-01 00:12:42.286536969,E4_Acc,2024-06-25 12:45:40.228909969,-40.0,44.0,-24.0
1904-01-01 00:12:42.317786969,E4_Acc,2024-06-25 12:45:40.260159969,-40.0,44.0,-24.0
1904-01-01 00:12:42.349036969,E4_Acc,2024-06-25 12:45:40.291409969,-40.0,44.0,-24.0
1904-01-01 00:12:42.380286969,E4_Acc,2024-06-25 12:45:40.322659969,-40.0,44.0,-24.0
1904-01-01 00:12:42.411536969,E4_Acc,2024-06-25 12:45:40.353909969,-40.0,44.0,-24.0
1904-01-01 00:12:42.442786969,E4_Acc,2024-06-25 12:45:40.385159969,-40.0,44.0,-24.0
1904-01-01 00:12:42.474036969,E4_Acc,2024-06-25 12:45:40.416409969,-40.0,44.0,-24.0
1904-01-01 00:12:42.505296983,E4_Acc,2024-06-25 12:45:40.447669983,-40.0,44.0,-24.0
1904-01-01 00:12:42.536546983,E4_Acc,2024-06-25 12:45:40.478919983,-40.0,44.0,-24.0
1904-01-01 00:12:42.567796983,E4_Acc,2024-06-25 12:45:40.510169983,-40.0,44.0,-24.0
1904-01-01 00:12:42.599046983,E4_Acc,2024-06-25 12:45:40.541419983,-40.0,44.0,-24.0
1904-01-01 00:12:42.630296983,E4_Acc,2024-06-25 12:45:40.572669983,-41.0,44.0,-24.0
