,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
0,1904-01-01 00:20:28.784000000,178.7910197,1,8322,16.644
1,1904-01-01 00:20:38.348992000,188.3586235,2,13107,26.214
2,1904-01-01 00:20:49.228000000,199.2377738,3,18546,37.092
3,1904-01-01 00:20:58.914976000,208.9249356,4,23389,46.778
4,1904-01-01 00:21:07.576992000,217.5867107,35001,27720,55.44
5,1904-01-01 00:21:13.076000000,223.0863409,5,30470,60.94
6,1904-01-01 00:21:28.662976000,238.6732322,6,38263,76.526
7,1904-01-01 00:21:39.769984000,249.7804258,7,43816,87.632
8,1904-01-01 00:21:50.685984000,260.6964187,8,49274,98.548
9,1904-01-01 00:22:03.432992000,273.4439479,9,55647,111.294
10,1904-01-01 00:22:12.758976000,282.7698666,10,60310,120.62
11,1904-01-01 00:22:15.144992000,285.1557644,35002,61503,123.006
12,1904-01-01 00:22:19.705984000,289.7166631,35003,63783,127.566
13,1904-01-01 00:22:27.836992000,297.847606,11,67849,135.698
14,1904-01-01 00:22:39.973984000,309.9842039,12,73917,147.834
15,1904-01-01 00:22:55.392992000,325.4033844,13,81626,163.252
16,1904-01-01 00:23:09.274976000,339.2860963,14,88567,177.134
17,1904-01-01 00:23:22.732000000,352.7422774,35004,95295,190.59
18,1904-01-01 00:23:23.752000000,353.7625934,15,95805,191.61
19,1904-01-01 00:23:30.452992000,360.4634391,35005,99156,198.312
20,1904-01-01 00:23:37.757984000,367.7683967,16,102808,205.616
21,1904-01-01 00:23:49.156000000,379.1664259,17,108507,217.014
22,1904-01-01 00:24:04.597984000,394.6089894,18,116227,232.454
23,1904-01-01 00:24:13.096000000,403.1066352,19,120476,240.952
24,1904-01-01 00:24:17.312000000,407.3227014,35101,122584,245.168
25,1904-01-01 00:24:23.064000000,413.0751031,20,125460,250.92
26,1904-01-01 00:24:35.148992000,425.1603108,21,131503,263.006
27,1904-01-01 00:24:47.393984000,437.4051167,22,137625,275.25
28,1904-01-01 00:24:55.700000000,445.7111175,23,141778,283.556
29,1904-01-01 00:25:07.628992000,457.6397972,24,147742,295.484
30,1904-01-01 00:25:18.225984000,468.2370928,25,153041,306.082
