Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:18:32.253475064,E4_Acc,2024-06-25 13:58:04.583790064,-23.0,-59.0,13.0
1904-01-01 00:18:32.284725064,E4_Acc,2024-06-25 13:58:04.615040064,-23.0,-59.0,13.0
1904-01-01 00:18:32.315975064,E4_Acc,2024-06-25 13:58:04.646290064,-23.0,-59.0,13.0
1904-01-01 00:18:32.347225064,E4_Acc,2024-06-25 13:58:04.677540064,-23.0,-59.0,13.0
1904-01-01 00:18:32.378475064,E4_Acc,2024-06-25 13:58:04.708790064,-23.0,-59.0,13.0
1904-01-01 00:18:32.409725064,E4_Acc,2024-06-25 13:58:04.740040064,-24.0,-59.0,13.0
1904-01-01 00:18:32.440985077,E4_Acc,2024-06-25 13:58:04.771300077,-24.0,-58.0,14.0
1904-01-01 00:18:32.472235077,E4_Acc,2024-06-25 13:58:04.802550077,-24.0,-59.0,14.0
1904-01-01 00:18:32.503485077,E4_Acc,2024-06-25 13:58:04.833800077,-25.0,-59.0,14.0
1904-01-01 00:18:32.534735077,E4_Acc,2024-06-25 13:58:04.865050077,-25.0,-59.0,14.0
1904-01-01 00:18:32.565985077,E4_Acc,2024-06-25 13:58:04.896300077,-24.0,-58.0,14.0
1904-01-01 00:18:32.597235077,E4_Acc,2024-06-25 13:58:04.927550077,-24.0,-58.0,14.0
1904-01-01 00:18:32.628485077,E4_Acc,2024-06-25 13:58:04.958800077,-24.0,-59.0,13.0
1904-01-01 00:18:32.659745091,E4_Acc,2024-06-25 13:58:04.990060091,-24.0,-59.0,13.0
1904-01-01 00:18:32.690995091,E4_Acc,2024-06-25 13:58:05.021310091,-24.0,-59.0,13.0
1904-01-01 00:18:32.722245091,E4_Acc,2024-06-25 13:58:05.052560091,-24.0,-59.0,13.0
1904-01-01 00:18:32.753495091,E4_Acc,2024-06-25 13:58:05.083810091,-24.0,-58.0,13.0
1904-01-01 00:18:32.784745091,E4_Acc,2024-06-25 13:58:05.115060091,-24.0,-58.0,13.0
1904-01-01 00:18:32.815995091,E4_Acc,2024-06-25 13:58:05.146310091,-25.0,-58.0,13.0
1904-01-01 00:18:32.847245091,E4_Acc,2024-06-25 13:58:05.177560091,-24.0,-59.0,13.0
1904-01-01 00:18:32.878505105,E4_Acc,2024-06-25 13:58:05.208820105,-25.0,-58.0,14.0
1904-01-01 00:18:32.909755105,E4_Acc,2024-06-25 13:58:05.240070105,-25.0,-58.0,14.0
1904-01-01 00:18:32.941005105,E4_Acc,2024-06-25 13:58:05.271320105,-25.0,-58.0,14.0
1904-01-01 00:18:32.972255105,E4_Acc,2024-06-25 13:58:05.302570105,-25.0,-58.0,14.0
1904-01-01 00:18:33.003505105,E4_Acc,2024-06-25 13:58:05.333820105,-25.0,-58.0,14.0
1904-01-01 00:18:33.034755105,E4_Acc,2024-06-25 13:58:05.365070105,-25.0,-58.0,14.0
1904-01-01 00:18:33.066005105,E4_Acc,2024-06-25 13:58:05.396320105,-25.0,-58.0,14.0
1904-01-01 00:18:33.097265118,E4_Acc,2024-06-25 13:58:05.427580118,-25.0,-58.0,14.0
1904-01-01 00:18:33.128515118,E4_Acc,2024-06-25 13:58:05.458830118,-25.0,-58.0,14.0
1904-01-01 00:18:33.159765118,E4_Acc,2024-06-25 13:58:05.490080118,-25.0,-58.0,14.0
1904-01-01 00:18:33.191015117,E4_Acc,2024-06-25 13:58:05.521330117,-25.0,-58.0,14.0
1904-01-01 00:18:33.222265118,E4_Acc,2024-06-25 13:58:05.552580118,-25.0,-59.0,13.0
1904-01-01 00:18:33.253515118,E4_Acc,2024-06-25 13:58:05.583830118,-25.0,-59.0,14.0
1904-01-01 00:18:33.284765118,E4_Acc,2024-06-25 13:58:05.615080118,-25.0,-59.0,14.0
1904-01-01 00:18:33.316024893,E4_Acc,2024-06-25 13:58:05.646339893,-25.0,-59.0,13.0
1904-01-01 00:18:33.347274893,E4_Acc,2024-06-25 13:58:05.677589893,-24.0,-58.0,13.0
1904-01-01 00:18:33.378524893,E4_Acc,2024-06-25 13:58:05.708839893,-24.0,-58.0,13.0
1904-01-01 00:18:33.409774893,E4_Acc,2024-06-25 13:58:05.740089893,-24.0,-59.0,13.0
1904-01-01 00:18:33.441024893,E4_Acc,2024-06-25 13:58:05.771339893,-24.0,-59.0,13.0
1904-01-01 00:18:33.472274893,E4_Acc,2024-06-25 13:58:05.802589893,-24.0,-59.0,13.0
1904-01-01 00:18:33.503524893,E4_Acc,2024-06-25 13:58:05.833839893,-24.0,-59.0,13.0
1904-01-01 00:18:33.534784907,E4_Acc,2024-06-25 13:58:05.865099907,-25.0,-58.0,13.0
1904-01-01 00:18:33.566034907,E4_Acc,2024-06-25 13:58:05.896349907,-25.0,-58.0,13.0
1904-01-01 00:18:33.597284907,E4_Acc,2024-06-25 13:58:05.927599907,-25.0,-59.0,13.0
1904-01-01 00:18:33.628534907,E4_Acc,2024-06-25 13:58:05.958849907,-25.0,-59.0,14.0
1904-01-01 00:18:33.659784907,E4_Acc,2024-06-25 13:58:05.990099907,-25.0,-59.0,13.0
1904-01-01 00:18:33.691034907,E4_Acc,2024-06-25 13:58:06.021349907,-25.0,-58.0,13.0
1904-01-01 00:18:33.722284907,E4_Acc,2024-06-25 13:58:06.052599907,-25.0,-59.0,13.0
1904-01-01 00:18:33.753544921,E4_Acc,2024-06-25 13:58:06.083859921,-24.0,-58.0,13.0
1904-01-01 00:18:33.784794921,E4_Acc,2024-06-25 13:58:06.115109921,-25.0,-59.0,13.0
1904-01-01 00:18:33.816044921,E4_Acc,2024-06-25 13:58:06.146359921,-25.0,-59.0,13.0
1904-01-01 00:18:33.847294921,E4_Acc,2024-06-25 13:58:06.177609921,-24.0,-59.0,13.0
1904-01-01 00:18:33.878544921,E4_Acc,2024-06-25 13:58:06.208859921,-25.0,-59.0,13.0
1904-01-01 00:18:33.909794921,E4_Acc,2024-06-25 13:58:06.240109921,-24.0,-59.0,13.0
1904-01-01 00:18:33.941044921,E4_Acc,2024-06-25 13:58:06.271359921,-24.0,-59.0,13.0
1904-01-01 00:18:33.972304934,E4_Acc,2024-06-25 13:58:06.302619934,-24.0,-59.0,13.0
1904-01-01 00:18:34.003554934,E4_Acc,2024-06-25 13:58:06.333869934,-24.0,-59.0,13.0
1904-01-01 00:18:34.034804934,E4_Acc,2024-06-25 13:58:06.365119934,-24.0,-59.0,13.0
1904-01-01 00:18:34.066054934,E4_Acc,2024-06-25 13:58:06.396369934,-24.0,-59.0,13.0
1904-01-01 00:18:34.097304934,E4_Acc,2024-06-25 13:58:06.427619934,-24.0,-58.0,13.0
1904-01-01 00:18:34.128554934,E4_Acc,2024-06-25 13:58:06.458869934,-24.0,-59.0,13.0
1904-01-01 00:18:34.159804934,E4_Acc,2024-06-25 13:58:06.490119934,-24.0,-59.0,13.0
1904-01-01 00:18:34.191064948,E4_Acc,2024-06-25 13:58:06.521379948,-24.0,-59.0,13.0
1904-01-01 00:18:34.222314948,E4_Acc,2024-06-25 13:58:06.552629948,-24.0,-59.0,13.0
1904-01-01 00:18:34.253564948,E4_Acc,2024-06-25 13:58:06.583879948,-24.0,-59.0,13.0
1904-01-01 00:18:34.284814948,E4_Acc,2024-06-25 13:58:06.615129948,-24.0,-59.0,13.0
1904-01-01 00:18:34.316064948,E4_Acc,2024-06-25 13:58:06.646379948,-24.0,-58.0,13.0
