,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
16,1904-01-01 00:47:11.154976,1882.8101832,35001,97422,194.844
22,1904-01-01 00:48:15.212992,1946.8673388,35002,129449,258.898
24,1904-01-01 00:48:30.529984,1962.1844291,35003,137108,274.216
30,1904-01-01 00:49:31.564000,2023.2188645,35004,167624,335.248
32,1904-01-01 00:49:41.394976,2033.050756,35005,172539,345.078
34,1904-01-01 00:49:53.364000,2045.0186845,35101,178523,357.046
40,1904-01-01 00:50:56.468000,2108.1234411,35201,210074,420.148
43,1904-01-01 00:51:15.904992,2127.5597279,35301,219792,439.584
74,1904-01-01 00:57:26.756000,2498.4116504,35102,405211,810.422
83,1904-01-01 00:58:45.394976,2577.0505882,35202,444529,889.058
88,1904-01-01 00:59:37.540000,2629.1955276,35302,470600,941.2
120,1904-01-01 01:05:30.612992,2982.2700783,35103,647130,1294.26
127,1904-01-01 01:06:50.104992,3061.7620182,35203,686875,1373.75
130,1904-01-01 01:07:12.878976,3084.5362013,35303,698261,1396.522
148,1904-01-01 01:10:33.036000,3284.6928889,35006,798336,1596.672
