,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
0,1904-01-01 00:44:11.757984,1703.412452,1,7726,15.452
1,1904-01-01 00:44:25.117984,1716.7724336,2,14406,28.812
2,1904-01-01 00:44:33.784000,1725.4384827,3,18739,37.478
3,1904-01-01 00:44:49.157984,1740.8120952,4,26426,52.852
4,1904-01-01 00:45:02.160000,1753.814299,5,32926,65.852
5,1904-01-01 00:45:14.312992,1765.9680092,6,39003,78.006
6,1904-01-01 00:45:23.113984,1774.7682633,7,43403,86.806
7,1904-01-01 00:45:34.249984,1785.9042157,8,48971,97.942
8,1904-01-01 00:45:45.432000,1797.0862106,9,54562,109.124
9,1904-01-01 00:45:55.232992,1806.8881118,10,59462,118.924
10,1904-01-01 00:46:10.472000,1822.1262297,11,67081,134.162
11,1904-01-01 00:46:21.629984,1833.2844204,12,72660,145.32
12,1904-01-01 00:46:36.033984,1847.6889254,13,79862,159.724
13,1904-01-01 00:46:45.966976,1857.6222749,14,84828,169.656
14,1904-01-01 00:46:54.312000,1865.9662673,15,89000,178.0
15,1904-01-01 00:47:05.426976,1877.0814104,16,94558,189.116
16,1904-01-01 00:47:11.154976,1882.8101832,35001,97422,194.844
17,1904-01-01 00:47:18.140000,1889.7945149,17,100914,201.828
18,1904-01-01 00:47:28.560992,1900.2153675,18,106124,212.248
19,1904-01-01 00:47:38.964000,1910.6186338,19,111326,222.652
20,1904-01-01 00:47:49.973984,1921.6283122,20,116830,233.66
21,1904-01-01 00:48:03.014976,1934.6701262,21,123351,246.702
22,1904-01-01 00:48:15.212992,1946.8673388,35002,129449,258.898
23,1904-01-01 00:48:16.576992,1948.2321833,22,130132,260.264
24,1904-01-01 00:48:30.529984,1962.1844291,35003,137108,274.216
25,1904-01-01 00:48:30.924000,1962.5784244,23,137305,274.61
26,1904-01-01 00:48:44.586976,1976.2413278,24,144136,288.272
27,1904-01-01 00:48:55.220000,1986.8749995,25,149452,298.904
28,1904-01-01 00:49:05.904992,1997.5597337,26,154795,309.59
29,1904-01-01 00:49:20.348000,2012.0031678,27,162016,324.032
30,1904-01-01 00:49:31.564000,2023.2188645,35004,167624,335.248
31,1904-01-01 00:49:36.145984,2027.801143,28,169914,339.828
32,1904-01-01 00:49:41.394976,2033.050756,35005,172539,345.078
33,1904-01-01 00:49:46.140000,2037.7952014,29,174911,349.822
34,1904-01-01 00:49:53.364000,2045.0186845,35101,178523,357.046
35,1904-01-01 00:49:59.736000,2051.3915444,30,181709,363.418
36,1904-01-01 00:50:12.252000,2063.9072015,31,187967,375.934
37,1904-01-01 00:50:21.450976,2073.1059708,32,192566,385.132
38,1904-01-01 00:50:32.828000,2084.4828527,33,198254,396.508
39,1904-01-01 00:50:42.373984,2094.0288962,34,203027,406.054
40,1904-01-01 00:50:56.468000,2108.1234411,35201,210074,420.148
41,1904-01-01 00:50:58.077984,2109.7333978,35,210879,421.758
42,1904-01-01 00:51:08.306976,2119.9618622,36,215993,431.986
43,1904-01-01 00:51:15.904992,2127.5597279,35301,219792,439.584
44,1904-01-01 00:51:21.316000,2132.9706116,37,222497,444.994
45,1904-01-01 00:51:33.894976,2145.5496089,38,228787,457.574
46,1904-01-01 00:51:42.373984,2154.0295113,39,233026,466.052
47,1904-01-01 00:51:57.749984,2169.4046417,40,240714,481.428
48,1904-01-01 00:52:12.372992,2184.0283411,41,248025,496.05
49,1904-01-01 00:52:27.586976,2199.2416694,42,255631,511.262
50,1904-01-01 00:52:43.169984,2214.8251918,43,263423,526.846
51,1904-01-01 00:52:52.000000,2223.6551074,44,267837,535.674
52,1904-01-01 00:53:01.358976,2233.0158028,45,272518,545.036
53,1904-01-01 00:53:09.626976,2241.2818264,46,276651,553.302
54,1904-01-01 00:53:21.233984,2252.8895263,47,282454,564.908
55,1904-01-01 00:53:29.640992,2261.2957399,48,286657,573.314
56,1904-01-01 00:53:45.216992,2276.8721826,49,294445,588.89
57,1904-01-01 00:53:58.905984,2290.560776,50,301289,602.578
58,1904-01-01 00:54:07.296000,2298.9511999,51,305484,610.968
59,1904-01-01 00:54:22.537984,2314.1932812,52,313105,626.21
60,1904-01-01 00:54:30.940000,2322.5953599,53,317306,634.612
61,1904-01-01 00:54:46.201984,2337.8572278,54,324936,649.872
62,1904-01-01 00:54:55.016992,2346.6720472,55,329344,658.688
63,1904-01-01 00:55:09.097984,2360.753668,56,336384,672.768
64,1904-01-01 00:55:22.249984,2373.9085084,57,342962,685.924
65,1904-01-01 00:55:33.670976,2385.3263239,58,348670,697.34
66,1904-01-01 00:55:49.305984,2400.9617175,59,356488,712.976
67,1904-01-01 00:55:58.236000,2409.8916067,60,360952,721.904
68,1904-01-01 00:56:12.016000,2423.6720074,61,367842,735.684
69,1904-01-01 00:56:21.536992,2433.1922685,62,372602,745.204
70,1904-01-01 00:56:37.216992,2448.8727888,63,380442,760.884
71,1904-01-01 00:56:50.656000,2462.3119985,64,387161,774.322
72,1904-01-01 00:57:01.626976,2473.2824939,65,392647,785.294
73,1904-01-01 00:57:12.952992,2484.6085973,66,398310,796.62
74,1904-01-01 00:57:26.756000,2498.4116504,35102,405211,810.422
75,1904-01-01 00:57:28.548000,2500.2032399,67,406106,812.212
76,1904-01-01 00:57:41.080992,2512.7370282,68,412373,824.746
77,1904-01-01 00:57:49.796000,2521.4513696,69,416730,833.46
78,1904-01-01 00:58:01.784992,2533.4415685,70,422725,845.45
79,1904-01-01 00:58:14.794976,2546.4509856,71,429229,858.458
80,1904-01-01 00:58:23.998976,2555.6553491,72,433831,867.662
81,1904-01-01 00:58:33.157984,2564.8133944,73,438410,876.82
82,1904-01-01 00:58:43.056992,2574.7133988,74,443360,886.72
83,1904-01-01 00:58:45.394976,2577.0505882,35202,444529,889.058
84,1904-01-01 00:58:56.384992,2588.0413455,75,450023,900.046
85,1904-01-01 00:59:07.377984,2599.0334157,76,455519,911.038
86,1904-01-01 00:59:18.954976,2610.611144,77,461308,922.616
87,1904-01-01 00:59:30.017984,2621.6735061,78,466839,933.678
