Seconds,Bpm
1904-01-01 00:44:02.878976000,96.7741935483871
1904-01-01 00:44:03.478976000,100.0
1904-01-01 00:44:04.098976000,96.7741935483871
1904-01-01 00:44:04.738976000,93.75
1904-01-01 00:44:05.378976000,93.75
1904-01-01 00:44:06.018976000,93.75
1904-01-01 00:44:06.678976000,90.9090909090909
1904-01-01 00:44:07.358976000,88.23529411764706
1904-01-01 00:44:08.018976000,90.9090909090909
1904-01-01 00:44:08.678976000,90.9090909090909
1904-01-01 00:44:09.338976000,90.9090909090909
1904-01-01 00:44:09.998976000,90.9090909090909
1904-01-01 00:44:10.678976000,88.23529411764706
1904-01-01 00:44:11.318976000,93.75
1904-01-01 00:44:11.958976000,93.75
1904-01-01 00:44:12.578976000,96.7741935483871
1904-01-01 00:44:13.198976000,96.7741935483871
1904-01-01 00:44:13.798976000,100.0
1904-01-01 00:44:14.418976000,96.7741935483871
1904-01-01 00:44:15.018976000,100.0
1904-01-01 00:44:15.638976000,96.7741935483871
1904-01-01 00:44:16.258975999,96.7741935483871
1904-01-01 00:44:16.878976000,96.7741935483871
1904-01-01 00:44:17.498976000,96.7741935483871
1904-01-01 00:44:18.118976000,96.7741935483871
1904-01-01 00:44:18.718976000,100.0
1904-01-01 00:44:19.318976000,100.0
1904-01-01 00:44:19.918976000,100.0
1904-01-01 00:44:20.538976000,96.7741935483871
1904-01-01 00:44:21.198976000,90.9090909090909
1904-01-01 00:44:21.878976000,88.23529411764706
1904-01-01 00:44:22.518976000,93.75
1904-01-01 00:44:23.138976000,96.7741935483871
1904-01-01 00:44:23.758976000,96.7741935483871
1904-01-01 00:44:24.378976000,96.7741935483871
1904-01-01 00:44:24.998976000,96.7741935483871
1904-01-01 00:44:25.618976000,96.7741935483871
1904-01-01 00:44:26.278976000,90.9090909090909
1904-01-01 00:44:26.978976000,85.71428571428571
1904-01-01 00:44:27.718976000,81.08108108108108
1904-01-01 00:44:28.478976000,78.94736842105263
1904-01-01 00:44:29.238976000,78.94736842105263
1904-01-01 00:44:29.998976000,78.94736842105263
1904-01-01 00:44:30.778976000,76.92307692307692
1904-01-01 00:44:31.518976000,81.08108108108108
1904-01-01 00:44:32.258975999,81.08108108108108
1904-01-01 00:44:32.978976000,83.33333333333333
1904-01-01 00:44:33.698976000,83.33333333333333
1904-01-01 00:44:34.398976000,85.71428571428571
1904-01-01 00:44:35.078976000,88.23529411764706
1904-01-01 00:44:35.798976000,83.33333333333333
1904-01-01 00:44:36.518976000,83.33333333333333
1904-01-01 00:44:37.238976000,83.33333333333333
1904-01-01 00:44:37.958976000,83.33333333333333
1904-01-01 00:44:38.698976000,81.08108108108108
1904-01-01 00:44:39.398976000,85.71428571428571
1904-01-01 00:44:40.098976000,85.71428571428571
1904-01-01 00:44:40.778976000,88.23529411764706
1904-01-01 00:44:41.458976000,88.23529411764706
1904-01-01 00:44:42.118976000,90.9090909090909
1904-01-01 00:44:42.838976000,83.33333333333333
1904-01-01 00:44:43.538976000,85.71428571428571
1904-01-01 00:44:44.218976000,88.23529411764706
1904-01-01 00:44:44.898976000,88.23529411764706
1904-01-01 00:44:45.558976000,90.9090909090909
1904-01-01 00:44:46.258975999,85.71428571428571
1904-01-01 00:44:46.978976000,83.33333333333333
1904-01-01 00:44:47.718976000,81.08108108108108
1904-01-01 00:44:48.478976000,78.94736842105263
1904-01-01 00:44:49.238976000,78.94736842105263
1904-01-01 00:44:49.998976000,78.94736842105263
1904-01-01 00:44:50.738976000,81.08108108108108
1904-01-01 00:44:51.458976000,83.33333333333333
