,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
13,1904-01-01 00:25:30.840992,1526.9676271,35001,98172,196.344
19,1904-01-01 00:26:28.828992,1584.9560587,35002,127165,254.33
22,1904-01-01 00:26:46.752992,1602.8800327,35003,136127,272.254
29,1904-01-01 00:27:47.574976,1663.7023729,35004,166537,333.074
31,1904-01-01 00:28:05.966976,1682.0937166,35005,175732,351.464
40,1904-01-01 00:29:43.232000,1779.359604,35101,224363,448.726
46,1904-01-01 00:30:51.998976,1848.125825,35201,258745,517.49
49,1904-01-01 00:31:24.046976,1880.1747743,35301,274769,549.538
96,1904-01-01 00:40:29.248000,2425.3761876,35102,547358,1094.716
102,1904-01-01 00:41:36.737984,2492.8662847,35202,581102,1162.204
105,1904-01-01 00:41:59.308000,2515.4389408,35302,592388,1184.776
138,1904-01-01 00:48:26.900992,2903.0307838,35103,786176,1572.352
143,1904-01-01 00:49:25.857984,2961.9953963,35203,815657,1631.314
146,1904-01-01 00:49:47.542976,2983.6730793,35303,826496,1652.992
151,1904-01-01 00:50:40.320992,3036.451208,35006,852884,1705.768
