Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:15:02.644345947,E4_Acc,2024-06-24 13:42:10.412179947,-26.0,-59.0,2.0
1904-01-01 00:15:02.675595947,E4_Acc,2024-06-24 13:42:10.443429947,-26.0,-59.0,2.0
1904-01-01 00:15:02.706845947,E4_Acc,2024-06-24 13:42:10.474679947,-26.0,-59.0,1.0
1904-01-01 00:15:02.738095947,E4_Acc,2024-06-24 13:42:10.505929947,-26.0,-59.0,2.0
1904-01-01 00:15:02.769345947,E4_Acc,2024-06-24 13:42:10.537179947,-26.0,-60.0,1.0
1904-01-01 00:15:02.800595947,E4_Acc,2024-06-24 13:42:10.568429947,-26.0,-59.0,2.0
1904-01-01 00:15:02.831855960,E4_Acc,2024-06-24 13:42:10.599689960,-25.0,-59.0,2.0
1904-01-01 00:15:02.863105960,E4_Acc,2024-06-24 13:42:10.630939960,-25.0,-59.0,1.0
1904-01-01 00:15:02.894355960,E4_Acc,2024-06-24 13:42:10.662189960,-26.0,-59.0,2.0
1904-01-01 00:15:02.925605960,E4_Acc,2024-06-24 13:42:10.693439960,-26.0,-60.0,1.0
1904-01-01 00:15:02.956855960,E4_Acc,2024-06-24 13:42:10.724689960,-26.0,-59.0,1.0
1904-01-01 00:15:02.988105960,E4_Acc,2024-06-24 13:42:10.755939960,-26.0,-59.0,1.0
1904-01-01 00:15:03.019355960,E4_Acc,2024-06-24 13:42:10.787189960,-26.0,-59.0,1.0
1904-01-01 00:15:03.050615974,E4_Acc,2024-06-24 13:42:10.818449974,-26.0,-60.0,2.0
1904-01-01 00:15:03.081865974,E4_Acc,2024-06-24 13:42:10.849699974,-26.0,-60.0,2.0
1904-01-01 00:15:03.113115974,E4_Acc,2024-06-24 13:42:10.880949974,-25.0,-59.0,2.0
1904-01-01 00:15:03.144365974,E4_Acc,2024-06-24 13:42:10.912199974,-26.0,-59.0,1.0
1904-01-01 00:15:03.175615974,E4_Acc,2024-06-24 13:42:10.943449974,-26.0,-60.0,1.0
1904-01-01 00:15:03.206865974,E4_Acc,2024-06-24 13:42:10.974699974,-26.0,-60.0,1.0
1904-01-01 00:15:03.238115974,E4_Acc,2024-06-24 13:42:11.005949974,-26.0,-60.0,2.0
1904-01-01 00:15:03.269375988,E4_Acc,2024-06-24 13:42:11.037209988,-26.0,-59.0,2.0
1904-01-01 00:15:03.300625988,E4_Acc,2024-06-24 13:42:11.068459988,-25.0,-59.0,2.0
1904-01-01 00:15:03.331875988,E4_Acc,2024-06-24 13:42:11.099709988,-26.0,-60.0,2.0
1904-01-01 00:15:03.363125988,E4_Acc,2024-06-24 13:42:11.130959988,-26.0,-60.0,2.0
1904-01-01 00:15:03.394375988,E4_Acc,2024-06-24 13:42:11.162209988,-26.0,-59.0,2.0
1904-01-01 00:15:03.425625988,E4_Acc,2024-06-24 13:42:11.193459988,-26.0,-59.0,1.0
1904-01-01 00:15:03.456875988,E4_Acc,2024-06-24 13:42:11.224709988,-26.0,-59.0,1.0
1904-01-01 00:15:03.488136001,E4_Acc,2024-06-24 13:42:11.255970001,-25.0,-59.0,1.0
1904-01-01 00:15:03.519386001,E4_Acc,2024-06-24 13:42:11.287220001,-26.0,-59.0,1.0
1904-01-01 00:15:03.550636001,E4_Acc,2024-06-24 13:42:11.318470001,-26.0,-59.0,1.0
1904-01-01 00:15:03.581886001,E4_Acc,2024-06-24 13:42:11.349720001,-26.0,-59.0,2.0
1904-01-01 00:15:03.613136001,E4_Acc,2024-06-24 13:42:11.380970001,-26.0,-59.0,2.0
1904-01-01 00:15:03.644386001,E4_Acc,2024-06-24 13:42:11.412220001,-26.0,-59.0,2.0
1904-01-01 00:15:03.675636001,E4_Acc,2024-06-24 13:42:11.443470001,-26.0,-59.0,2.0
1904-01-01 00:15:03.706896015,E4_Acc,2024-06-24 13:42:11.474730015,-26.0,-60.0,2.0
1904-01-01 00:15:03.738146015,E4_Acc,2024-06-24 13:42:11.505980015,-26.0,-59.0,2.0
1904-01-01 00:15:03.769396015,E4_Acc,2024-06-24 13:42:11.537230015,-26.0,-59.0,2.0
1904-01-01 00:15:03.800646015,E4_Acc,2024-06-24 13:42:11.568480015,-26.0,-60.0,2.0
