Seconds,Stream,E4_Seconds,Value
1904-01-01 00:35:32.642519882,E4_Ibi,2024-06-27 06:51:39.453739882,0.3906431
1904-01-01 00:44:09.807089975,E4_Ibi,2024-06-27 07:00:16.618309975,0.3281403
1904-01-01 00:50:23.168130090,E4_Ibi,2024-06-27 07:06:29.979350090,0.3281403
1904-01-01 00:50:24.793209960,E4_Ibi,2024-06-27 07:06:31.604429960,0.3281403
1904-01-01 00:50:25.183849981,E4_Ibi,2024-06-27 07:06:31.995069981,0.3906431
1904-01-01 00:52:42.783970048,E4_Ibi,2024-06-27 07:08:49.595190048,0.3750174
1904-01-01 00:56:36.310409953,E4_Ibi,2024-06-27 07:12:43.121629953,0.3593917
