,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
1,1904-01-01 00:33:30.162976,2007.9046477,35001,15992,31.984
9,1904-01-01 00:34:43.132000,2080.8736348,35002,52475,104.95
10,1904-01-01 00:34:52.732992,2090.4751084,35003,57275,114.55
16,1904-01-01 00:35:53.260000,2151.001796,35004,87538,175.076
18,1904-01-01 00:36:00.153984,2157.8958795,35005,90984,181.968
27,1904-01-01 00:37:28.644000,2246.3858572,35101,135228,270.456
33,1904-01-01 00:38:32.697984,2310.4401674,35201,167253,334.506
36,1904-01-01 00:39:05.792992,2343.5352466,35301,183800,367.6
56,1904-01-01 00:42:40.877984,2558.6207668,35102,291339,582.678
62,1904-01-01 00:43:44.538976,2622.282981,35202,323169,646.338
65,1904-01-01 00:44:11.668000,2649.411588,35302,336732,673.464
121,1904-01-01 00:55:07.172992,3304.9189278,35103,664472,1328.944
128,1904-01-01 00:56:13.464992,3371.2112582,35203,697616,1395.232
132,1904-01-01 00:56:50.298976,3408.0460676,35303,716033,1432.066
138,1904-01-01 00:57:50.492992,3468.2398698,35006,746129,1492.258
