Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:33:16.992000034,E4_Acc,2024-06-27 06:49:23.803220034,-17.0,-63.0,1.0
1904-01-01 00:33:17.023250034,E4_Acc,2024-06-27 06:49:23.834470034,-17.0,-63.0,1.0
1904-01-01 00:33:17.054500034,E4_Acc,2024-06-27 06:49:23.865720034,-17.0,-62.0,0.0
1904-01-01 00:33:17.085750034,E4_Acc,2024-06-27 06:49:23.896970034,-17.0,-62.0,0.0
1904-01-01 00:33:17.117010047,E4_Acc,2024-06-27 06:49:23.928230047,-17.0,-62.0,0.0
1904-01-01 00:33:17.148260047,E4_Acc,2024-06-27 06:49:23.959480047,-17.0,-62.0,1.0
1904-01-01 00:33:17.179510047,E4_Acc,2024-06-27 06:49:23.990730047,-17.0,-62.0,1.0
1904-01-01 00:33:17.210760047,E4_Acc,2024-06-27 06:49:24.021980047,-17.0,-62.0,1.0
1904-01-01 00:33:17.242010047,E4_Acc,2024-06-27 06:49:24.053230047,-17.0,-63.0,0.0
1904-01-01 00:33:17.273260047,E4_Acc,2024-06-27 06:49:24.084480047,-17.0,-63.0,0.0
1904-01-01 00:33:17.304510047,E4_Acc,2024-06-27 06:49:24.115730047,-17.0,-62.0,0.0
1904-01-01 00:33:17.335770061,E4_Acc,2024-06-27 06:49:24.146990061,-17.0,-62.0,1.0
1904-01-01 00:33:17.367020061,E4_Acc,2024-06-27 06:49:24.178240061,-16.0,-62.0,1.0
1904-01-01 00:33:17.398270061,E4_Acc,2024-06-27 06:49:24.209490061,-17.0,-63.0,1.0
1904-01-01 00:33:17.429520061,E4_Acc,2024-06-27 06:49:24.240740061,-17.0,-63.0,0.0
1904-01-01 00:33:17.460770061,E4_Acc,2024-06-27 06:49:24.271990061,-17.0,-63.0,0.0
1904-01-01 00:33:17.492020061,E4_Acc,2024-06-27 06:49:24.303240061,-16.0,-62.0,1.0
1904-01-01 00:33:17.523270061,E4_Acc,2024-06-27 06:49:24.334490061,-16.0,-62.0,1.0
1904-01-01 00:33:17.554530074,E4_Acc,2024-06-27 06:49:24.365750074,-17.0,-62.0,1.0
1904-01-01 00:33:17.585780074,E4_Acc,2024-06-27 06:49:24.397000074,-17.0,-63.0,1.0
1904-01-01 00:33:17.617030074,E4_Acc,2024-06-27 06:49:24.428250074,-17.0,-63.0,1.0
1904-01-01 00:33:17.648280074,E4_Acc,2024-06-27 06:49:24.459500074,-16.0,-63.0,1.0
1904-01-01 00:33:17.679530074,E4_Acc,2024-06-27 06:49:24.490750074,-17.0,-62.0,1.0
1904-01-01 00:33:17.710780074,E4_Acc,2024-06-27 06:49:24.522000074,-17.0,-63.0,0.0
1904-01-01 00:33:17.742030074,E4_Acc,2024-06-27 06:49:24.553250074,-17.0,-62.0,1.0
1904-01-01 00:33:17.773290088,E4_Acc,2024-06-27 06:49:24.584510088,-16.0,-62.0,1.0
1904-01-01 00:33:17.804540088,E4_Acc,2024-06-27 06:49:24.615760088,-17.0,-63.0,0.0
1904-01-01 00:33:17.835790088,E4_Acc,2024-06-27 06:49:24.647010088,-17.0,-63.0,0.0
1904-01-01 00:33:17.867040088,E4_Acc,2024-06-27 06:49:24.678260088,-17.0,-62.0,0.0
1904-01-01 00:33:17.898290088,E4_Acc,2024-06-27 06:49:24.709510088,-17.0,-62.0,0.0
1904-01-01 00:33:17.929540088,E4_Acc,2024-06-27 06:49:24.740760088,-17.0,-62.0,0.0
1904-01-01 00:33:17.960790088,E4_Acc,2024-06-27 06:49:24.772010088,-17.0,-63.0,0.0
1904-01-01 00:33:17.992050102,E4_Acc,2024-06-27 06:49:24.803270102,-17.0,-63.0,1.0
1904-01-01 00:33:18.023300102,E4_Acc,2024-06-27 06:49:24.834520102,-17.0,-62.0,1.0
1904-01-01 00:33:18.054550102,E4_Acc,2024-06-27 06:49:24.865770102,-17.0,-62.0,0.0
1904-01-01 00:33:18.085800102,E4_Acc,2024-06-27 06:49:24.897020102,-17.0,-62.0,1.0
1904-01-01 00:33:18.117050102,E4_Acc,2024-06-27 06:49:24.928270102,-18.0,-62.0,1.0
