Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:36:33.220992091,E4_Acc,2024-06-28 07:12:30.454070091,-49.0,-41.0,6.0
1904-01-01 00:36:33.252242091,E4_Acc,2024-06-28 07:12:30.485320091,-49.0,-42.0,7.0
1904-01-01 00:36:33.283502104,E4_Acc,2024-06-28 07:12:30.516580104,-49.0,-41.0,7.0
1904-01-01 00:36:33.314752105,E4_Acc,2024-06-28 07:12:30.547830105,-49.0,-41.0,7.0
1904-01-01 00:36:33.346002105,E4_Acc,2024-06-28 07:12:30.579080105,-49.0,-41.0,7.0
1904-01-01 00:36:33.377252105,E4_Acc,2024-06-28 07:12:30.610330105,-48.0,-41.0,7.0
1904-01-01 00:36:33.408502105,E4_Acc,2024-06-28 07:12:30.641580105,-49.0,-42.0,7.0
1904-01-01 00:36:33.439752105,E4_Acc,2024-06-28 07:12:30.672830105,-49.0,-42.0,7.0
1904-01-01 00:36:33.471002105,E4_Acc,2024-06-28 07:12:30.704080105,-48.0,-42.0,7.0
1904-01-01 00:36:33.502262118,E4_Acc,2024-06-28 07:12:30.735340118,-49.0,-42.0,6.0
1904-01-01 00:36:33.533512118,E4_Acc,2024-06-28 07:12:30.766590118,-49.0,-42.0,7.0
1904-01-01 00:36:33.564762118,E4_Acc,2024-06-28 07:12:30.797840118,-49.0,-42.0,7.0
1904-01-01 00:36:33.596012118,E4_Acc,2024-06-28 07:12:30.829090118,-49.0,-42.0,7.0
1904-01-01 00:36:33.627262118,E4_Acc,2024-06-28 07:12:30.860340118,-49.0,-42.0,7.0
1904-01-01 00:36:33.658512118,E4_Acc,2024-06-28 07:12:30.891590118,-49.0,-41.0,7.0
1904-01-01 00:36:33.689762118,E4_Acc,2024-06-28 07:12:30.922840118,-49.0,-42.0,7.0
1904-01-01 00:36:33.721021894,E4_Acc,2024-06-28 07:12:30.954099894,-49.0,-42.0,6.0
1904-01-01 00:36:33.752271894,E4_Acc,2024-06-28 07:12:30.985349894,-49.0,-43.0,6.0
1904-01-01 00:36:33.783521894,E4_Acc,2024-06-28 07:12:31.016599894,-49.0,-42.0,7.0
1904-01-01 00:36:33.814771894,E4_Acc,2024-06-28 07:12:31.047849894,-49.0,-42.0,7.0
1904-01-01 00:36:33.846021894,E4_Acc,2024-06-28 07:12:31.079099894,-49.0,-42.0,7.0
1904-01-01 00:36:33.877271894,E4_Acc,2024-06-28 07:12:31.110349894,-49.0,-42.0,7.0
1904-01-01 00:36:33.908521894,E4_Acc,2024-06-28 07:12:31.141599894,-49.0,-42.0,7.0
1904-01-01 00:36:33.939781907,E4_Acc,2024-06-28 07:12:31.172859907,-49.0,-42.0,6.0
1904-01-01 00:36:33.971031907,E4_Acc,2024-06-28 07:12:31.204109907,-50.0,-41.0,6.0
1904-01-01 00:36:34.002281907,E4_Acc,2024-06-28 07:12:31.235359907,-49.0,-41.0,7.0
1904-01-01 00:36:34.033531906,E4_Acc,2024-06-28 07:12:31.266609906,-50.0,-42.0,7.0
1904-01-01 00:36:34.064781907,E4_Acc,2024-06-28 07:12:31.297859907,-49.0,-42.0,7.0
1904-01-01 00:36:34.096031907,E4_Acc,2024-06-28 07:12:31.329109907,-49.0,-42.0,6.0
