,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
1,1904-01-01 00:14:35.712000,1379.7986193,35001,11404,22.808
8,1904-01-01 00:15:46.946976,1451.0334432,35002,47019,94.038
10,1904-01-01 00:16:04.756000,1468.8426818,35003,55924,111.848
17,1904-01-01 00:17:05.888000,1529.9746036,35004,86489,172.978
19,1904-01-01 00:17:23.008992,1547.0951768,35005,95048,190.096
23,1904-01-01 00:18:00.604992,1584.6938792,35101,113847,227.694
29,1904-01-01 00:19:07.973984,1652.0595504,35201,147529,295.058
33,1904-01-01 00:19:42.656992,1686.7422875,35301,164869,329.738
56,1904-01-01 00:24:17.932992,1962.0175937,35102,302502,605.004
61,1904-01-01 00:25:06.384992,2010.4685239,35202,326726,653.452
64,1904-01-01 00:25:35.342976,2039.4264303,35302,341204,682.408
131,1904-01-01 00:38:46.232000,2830.3117489,35103,736630,1473.26
138,1904-01-01 00:39:53.721984,2897.8016069,35203,770374,1540.748
141,1904-01-01 00:40:28.686976,2932.7668252,35303,787856,1575.712
146,1904-01-01 00:41:08.880000,2972.9592323,35006,807951,1615.902
