,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
2,1904-01-01 00:18:19.858976000,5160.6439694,35001,27281,54.562
7,1904-01-01 00:19:19.000000000,5219.7859212,35002,56851,113.702
9,1904-01-01 00:19:28.009984000,5228.7952043,35003,61355,122.71
15,1904-01-01 00:20:32.141984000,5292.9276519,35004,93420,186.84
16,1904-01-01 00:20:35.080992000,5295.8668247,35005,94890,189.78
18,1904-01-01 00:20:50.310976000,5311.0964665,35101,102504,205.008
23,1904-01-01 00:21:42.505984000,5363.2922816,35201,128601,257.202
25,1904-01-01 00:21:56.326976000,5377.1131127,35301,135511,271.022
60,1904-01-01 00:28:09.960992000,5750.7471659,35102,322320,644.64
66,1904-01-01 00:29:12.530976000,5813.318139,35202,353605,707.21
69,1904-01-01 00:29:34.714976000,5835.5018751,35302,364696,729.392
96,1904-01-01 00:34:56.925984000,6157.7129954,35103,525795,1051.59
102,1904-01-01 00:35:55.842976000,6216.6341265,35203,555255,1110.51
106,1904-01-01 00:36:21.488000000,6242.2758495,35303,568075,1136.15
121,1904-01-01 00:39:03.258975999,6404.0466843,35006,648958,1297.916
