Seconds,Bpm
1904-01-01 00:20:37.904,107.14285714285714
1904-01-01 00:20:37.924,200.0
1904-01-01 00:20:39.204,200.0
1904-01-01 00:20:39.364,200.0
1904-01-01 00:20:39.524,200.0
1904-01-01 00:20:39.904,157.89473684210526
1904-01-01 00:20:40.304,150.0
1904-01-01 00:20:40.404,200.0
1904-01-01 00:20:40.604,200.0
1904-01-01 00:20:40.824,200.0
1904-01-01 00:20:40.944,200.0
1904-01-01 00:20:41.064,200.0
1904-01-01 00:20:41.544,125.0
1904-01-01 00:20:41.664,200.0
1904-01-01 00:20:41.804,200.0
1904-01-01 00:20:42.284,125.0
1904-01-01 00:20:42.544,200.0
1904-01-01 00:20:42.564,200.0
1904-01-01 00:20:42.644,200.0
1904-01-01 00:20:42.904,200.0
1904-01-01 00:20:43.264,166.66666666666666
1904-01-01 00:20:43.284,200.0
1904-01-01 00:20:43.424,200.0
1904-01-01 00:20:43.544,200.0
1904-01-01 00:20:43.844,200.0
1904-01-01 00:20:43.864,200.0
1904-01-01 00:20:44.024,200.0
1904-01-01 00:20:44.264,200.0
1904-01-01 00:20:44.744,125.0
1904-01-01 00:20:44.764,200.0
1904-01-01 00:20:44.864,200.0
1904-01-01 00:20:44.984,200.0
1904-01-01 00:20:45.164,200.0
1904-01-01 00:20:45.464,200.0
1904-01-01 00:20:45.784,187.5
1904-01-01 00:20:45.904,200.0
1904-01-01 00:20:46.184,200.0
1904-01-01 00:20:46.564,157.89473684210526
1904-01-01 00:20:46.604,200.0
1904-01-01 00:20:46.864,200.0
1904-01-01 00:20:46.884,200.0
1904-01-01 00:20:47.104,200.0
1904-01-01 00:20:47.164,200.0
1904-01-01 00:20:47.284,200.0
1904-01-01 00:20:47.424,200.0
1904-01-01 00:20:47.564,200.0
1904-01-01 00:20:47.584,200.0
1904-01-01 00:20:47.764,200.0
1904-01-01 00:20:47.844,200.0
1904-01-01 00:20:48.284,136.36363636363637
1904-01-01 00:21:45.684,200.0
1904-01-01 00:21:45.864,200.0
1904-01-01 00:21:46.004,200.0
1904-01-01 00:21:46.244,200.0
1904-01-01 00:21:46.644,150.0
1904-01-01 00:21:46.904,200.0
1904-01-01 00:21:46.924,200.0
1904-01-01 00:21:47.044,200.0
1904-01-01 00:21:47.504,130.43478260869566
1904-01-01 00:21:47.844,176.47058823529412
1904-01-01 00:21:47.964,200.0
1904-01-01 00:21:48.084,200.0
1904-01-01 00:21:48.284,200.0
1904-01-01 00:21:48.464,200.0
1904-01-01 00:21:48.604,200.0
1904-01-01 00:21:48.824,200.0
1904-01-01 00:21:48.844,200.0
1904-01-01 00:21:49.064,200.0
1904-01-01 00:21:49.084,200.0
1904-01-01 00:21:49.164,200.0
1904-01-01 00:21:49.384,200.0
1904-01-01 00:21:49.444,200.0
1904-01-01 00:21:49.544,200.0
1904-01-01 00:21:49.604,200.0
1904-01-01 00:21:49.864,200.0
1904-01-01 00:21:49.884,200.0
1904-01-01 00:21:49.924,200.0
1904-01-01 00:21:50.004,200.0
1904-01-01 00:21:50.144,200.0
1904-01-01 00:21:50.304,200.0
1904-01-01 00:21:50.484,200.0
1904-01-01 00:21:50.644,200.0
1904-01-01 00:21:50.664,200.0
1904-01-01 00:21:50.764,200.0
1904-01-01 00:21:51.024,200.0
1904-01-01 00:21:51.104,200.0
1904-01-01 00:21:51.224,200.0
1904-01-01 00:21:51.344,200.0
1904-01-01 00:21:51.444,200.0
1904-01-01 00:21:51.624,200.0
1904-01-01 00:21:51.704,200.0
1904-01-01 00:21:52.104,150.0
1904-01-01 00:21:52.224,200.0
1904-01-01 00:21:52.284,200.0
1904-01-01 00:21:52.404,200.0
1904-01-01 00:21:52.424,200.0
1904-01-01 00:21:53.004,103.44827586206897
1904-01-01 00:22:00.484,200.0
1904-01-01 00:22:02.004,200.0
1904-01-01 00:22:02.204,200.0
1904-01-01 00:22:35.244,200.0
1904-01-01 00:22:35.384,200.0
1904-01-01 00:22:35.544,200.0
1904-01-01 00:22:35.984,136.36363636363637
1904-01-01 00:22:36.064,200.0
1904-01-01 00:22:36.204,200.0
1904-01-01 00:22:36.584,157.89473684210526
1904-01-01 00:22:36.744,200.0
1904-01-01 00:22:37.204,130.43478260869566
1904-01-01 00:22:38.384,200.0
