,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
0,1904-01-01 00:18:05.232992000,5146.0156409,1,19966,39.932
1,1904-01-01 00:18:13.846976000,5154.6326486,2,24275,48.55
2,1904-01-01 00:18:19.858976000,5160.6439694,35001,27281,54.562
3,1904-01-01 00:18:27.206976000,5167.9919265,3,30955,61.91
4,1904-01-01 00:18:43.068000000,5183.8539405,4,38885,77.77
5,1904-01-01 00:18:54.858976000,5195.6448365,5,44781,89.562
6,1904-01-01 00:19:08.097984000,5208.8837836,6,51400,102.8
7,1904-01-01 00:19:19.000000000,5219.7859212,35002,56851,113.702
8,1904-01-01 00:19:21.190976000,5221.9764429,7,57946,115.892
9,1904-01-01 00:19:28.009984000,5228.7952043,35003,61355,122.71
10,1904-01-01 00:19:33.384000000,5234.1691722,8,64042,128.084
11,1904-01-01 00:19:44.756992000,5245.5428717,9,69729,139.458
12,1904-01-01 00:19:57.953984000,5258.7399712,10,76327,152.654
13,1904-01-01 00:20:09.196992000,5269.9827137,11,81948,163.896
14,1904-01-01 00:20:23.104000000,5283.8896977,12,88901,177.802
15,1904-01-01 00:20:32.141984000,5292.9276519,35004,93420,186.84
16,1904-01-01 00:20:35.080992000,5295.8668247,35005,94890,189.78
17,1904-01-01 00:20:36.432992000,5297.2184302,13,95565,191.13
18,1904-01-01 00:20:50.310976000,5311.0964665,35101,102504,205.008
19,1904-01-01 00:20:51.472992000,5312.2588299,14,103085,206.17
20,1904-01-01 00:21:07.334976000,5328.1207119,15,111016,222.032
21,1904-01-01 00:21:22.281984000,5343.0699648,16,118490,236.98
22,1904-01-01 00:21:37.220992000,5358.0078578,17,125959,251.918
23,1904-01-01 00:21:42.505984000,5363.2922816,35201,128601,257.202
24,1904-01-01 00:21:49.844992000,5370.6308598,18,132270,264.54
25,1904-01-01 00:21:56.326976000,5377.1131127,35301,135511,271.022
26,1904-01-01 00:22:03.664000000,5384.4498122,19,139179,278.358
27,1904-01-01 00:22:16.548000000,5397.3341527,20,145621,291.242
28,1904-01-01 00:22:25.657984000,5406.44355,21,150175,300.35
29,1904-01-01 00:22:39.372000000,5420.1584396,22,157033,314.066
30,1904-01-01 00:22:49.392992000,5430.1789876,23,162043,324.086
31,1904-01-01 00:23:02.236992000,5443.0229524,24,168465,336.93
32,1904-01-01 00:23:10.641984000,5451.4281889,25,172667,345.334
33,1904-01-01 00:23:19.286976000,5460.0725743,26,176989,353.978
34,1904-01-01 00:23:30.141984000,5470.9282951,27,182416,364.832
35,1904-01-01 00:23:41.101984000,5481.8881296,28,187896,375.792
36,1904-01-01 00:23:50.241984000,5491.0276782,29,192465,384.93
37,1904-01-01 00:24:03.333984000,5504.1202709,30,199012,398.024
38,1904-01-01 00:24:14.064000000,5514.8499642,31,204376,408.752
39,1904-01-01 00:24:23.142976000,5523.9293053,32,208916,417.832
40,1904-01-01 00:24:38.064991999,5538.8509759,33,216376,432.752
41,1904-01-01 00:24:46.704992000,5547.4909584,34,220696,441.392
42,1904-01-01 00:24:59.426976000,5560.2129063,35,227057,454.114
43,1904-01-01 00:25:11.266976000,5572.0527116,36,232977,465.954
44,1904-01-01 00:25:23.117984000,5583.9041124,37,238902,477.804
45,1904-01-01 00:25:31.517984000,5592.3047159,38,243102,486.204
46,1904-01-01 00:25:41.301984000,5602.0881066,39,247994,495.988
47,1904-01-01 00:25:53.241984000,5614.0278226,40,253963,507.926
48,1904-01-01 00:26:06.532000000,5627.3183717,41,260608,521.216
49,1904-01-01 00:26:22.250975999,5643.0370434,42,268467,536.934
50,1904-01-01 00:26:30.406976000,5651.1935843,43,272545,545.09
51,1904-01-01 00:26:45.298976000,5666.0851143,44,279991,559.982
52,1904-01-01 00:26:54.392000000,5675.1780854,45,284537,569.074
53,1904-01-01 00:27:07.034976000,5687.8213329,46,290859,581.718
54,1904-01-01 00:27:15.080992000,5695.8669702,47,294881,589.762
55,1904-01-01 00:27:24.880992000,5705.6749842,48,299785,599.57
56,1904-01-01 00:27:33.064991999,5713.8512234,49,303873,607.746
57,1904-01-01 00:27:42.668992000,5723.4559893,50,308675,617.35
58,1904-01-01 00:27:53.190976000,5733.9772437,51,313936,627.872
59,1904-01-01 00:28:07.828992000,5748.6158442,52,321255,642.51
60,1904-01-01 00:28:09.960992000,5750.7471659,35102,322320,644.64
61,1904-01-01 00:28:20.337984000,5761.124702,53,327509,655.018
62,1904-01-01 00:28:32.001984000,5772.7883874,54,333340,666.68
63,1904-01-01 00:28:46.750976000,5787.5375302,55,340715,681.43
64,1904-01-01 00:28:59.097984000,5799.884747,56,346888,693.776
65,1904-01-01 00:29:08.500992000,5809.2879087,57,351590,703.18
66,1904-01-01 00:29:12.530976000,5813.318139,35202,353605,707.21
67,1904-01-01 00:29:19.156992000,5819.9436207,58,356917,713.834
68,1904-01-01 00:29:34.361984000,5835.1489445,59,364520,729.04
69,1904-01-01 00:29:34.714976000,5835.5018751,35302,364696,729.392
70,1904-01-01 00:29:47.689984000,5848.4769199,60,371183,742.366
71,1904-01-01 00:29:58.188992000,5858.9760241,61,376433,752.866
72,1904-01-01 00:30:13.410976000,5874.1976674,62,384043,768.086
73,1904-01-01 00:30:29.078976000,5889.8661443,63,391877,783.754
74,1904-01-01 00:30:40.941984000,5901.7293653,64,397808,795.616
75,1904-01-01 00:30:56.736000000,5917.5255776,65,405706,811.412
76,1904-01-01 00:31:08.329984000,5929.1193506,66,411503,823.006
77,1904-01-01 00:31:17.296000000,5938.0901681,67,415988,831.976
78,1904-01-01 00:31:25.744000000,5946.5311552,68,420209,840.418
79,1904-01-01 00:31:35.032992000,5955.8231275,69,424854,849.708
80,1904-01-01 00:31:49.924992000,5970.711632,70,432298,864.596
81,1904-01-01 00:31:59.658976000,5980.445767,71,437165,874.33
82,1904-01-01 00:32:09.141984000,5989.9287475,72,441907,883.814
83,1904-01-01 00:32:20.926976000,6001.714335,73,447799,895.598
84,1904-01-01 00:32:29.796992000,6010.5873589,74,452235,904.47
85,1904-01-01 00:32:40.906976000,6021.6936988,75,457789,915.578
86,1904-01-01 00:32:55.989984000,6036.7771098,76,465330,930.66
87,1904-01-01 00:33:10.552992000,6051.3405144,77,472611,945.222
88,1904-01-01 00:33:20.220992000,6061.0083813,78,477445,954.89
89,1904-01-01 00:33:28.544000000,6069.3310325,79,481606,963.212
90,1904-01-01 00:33:43.280992000,6084.0684747,80,488974,977.948
91,1904-01-01 00:33:56.900000000,6097.6870282,81,495784,991.568
92,1904-01-01 00:34:09.526976000,6110.3142489,82,502097,1004.194
93,1904-01-01 00:34:19.676000000,6120.4635613,83,507171,1014.342
94,1904-01-01 00:34:33.037984000,6133.8264671,84,513852,1027.704
95,1904-01-01 00:34:44.361984000,6145.1498079,85,519514,1039.028
96,1904-01-01 00:34:56.925984000,6157.7129954,35103,525795,1051.59
97,1904-01-01 00:34:58.096000000,6158.8830731,86,526380,1052.76
98,1904-01-01 00:35:07.238976000,6168.0264708,87,530952,1061.904
99,1904-01-01 00:35:20.628000000,6181.41546,88,537646,1075.292
100,1904-01-01 00:35:34.033984000,6194.8209758,89,544349,1088.698
101,1904-01-01 00:35:49.720992000,6210.5080401,90,552192,1104.384
102,1904-01-01 00:35:55.842976000,6216.6341265,35203,555255,1110.51
103,1904-01-01 00:35:58.516992000,6219.3066033,91,556591,1113.182
104,1904-01-01 00:36:10.149984000,6230.9445294,92,562409,1124.818
105,1904-01-01 00:36:18.445984000,6239.2359816,93,566555,1133.11
106,1904-01-01 00:36:21.488000000,6242.2758495,35303,568075,1136.15
107,1904-01-01 00:36:32.684992000,6253.4729325,94,573673,1147.346
108,1904-01-01 00:36:41.281984000,6262.0700493,95,577972,1155.944
109,1904-01-01 00:36:52.229984000,6273.0256938,96,583450,1166.9
110,1904-01-01 00:37:06.500000000,6287.2875662,97,590580,1181.16
111,1904-01-01 00:37:15.816000000,6296.6036287,98,595238,1190.476
112,1904-01-01 00:37:29.720000000,6310.5076124,99,602189,1204.378
113,1904-01-01 00:37:40.188000000,6320.9758604,100,607424,1214.848
114,1904-01-01 00:37:52.306976000,6333.0990253,101,613485,1226.97
115,1904-01-01 00:38:06.874976000,6347.6631995,102,620767,1241.534
116,1904-01-01 00:38:14.984992000,6355.7731022,103,624822,1249.644
117,1904-01-01 00:38:28.000000000,6368.7873276,104,631328,1262.656
118,1904-01-01 00:38:40.820992000,6381.6091795,105,637739,1275.478
119,1904-01-01 00:38:51.548992000,6392.3372554,106,643103,1286.206
120,1904-01-01 00:39:00.640000000,6401.4309191,107,647650,1295.3
