Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:17:56.130976111,E4_Acc,2024-06-24 09:42:27.773080111,8.0,63.0,10.0
1904-01-01 00:17:56.162226111,E4_Acc,2024-06-24 09:42:27.804330111,9.0,63.0,10.0
1904-01-01 00:17:56.193476111,E4_Acc,2024-06-24 09:42:27.835580111,8.0,63.0,10.0
1904-01-01 00:17:56.224735886,E4_Acc,2024-06-24 09:42:27.866839886,9.0,63.0,10.0
1904-01-01 00:17:56.255985886,E4_Acc,2024-06-24 09:42:27.898089886,8.0,63.0,10.0
1904-01-01 00:17:56.287235886,E4_Acc,2024-06-24 09:42:27.929339886,8.0,63.0,10.0
1904-01-01 00:17:56.318485886,E4_Acc,2024-06-24 09:42:27.960589886,8.0,63.0,11.0
1904-01-01 00:17:56.349735886,E4_Acc,2024-06-24 09:42:27.991839886,8.0,63.0,11.0
1904-01-01 00:17:56.380985886,E4_Acc,2024-06-24 09:42:28.023089886,8.0,63.0,10.0
1904-01-01 00:17:56.412235886,E4_Acc,2024-06-24 09:42:28.054339886,8.0,63.0,10.0
1904-01-01 00:17:56.443495899,E4_Acc,2024-06-24 09:42:28.085599899,8.0,64.0,11.0
1904-01-01 00:17:56.474745899,E4_Acc,2024-06-24 09:42:28.116849899,8.0,63.0,10.0
1904-01-01 00:17:56.505995899,E4_Acc,2024-06-24 09:42:28.148099899,8.0,63.0,10.0
1904-01-01 00:17:56.537245899,E4_Acc,2024-06-24 09:42:28.179349899,8.0,63.0,11.0
1904-01-01 00:17:56.568495899,E4_Acc,2024-06-24 09:42:28.210599899,8.0,63.0,10.0
1904-01-01 00:17:56.599745899,E4_Acc,2024-06-24 09:42:28.241849899,9.0,63.0,10.0
1904-01-01 00:17:56.630995899,E4_Acc,2024-06-24 09:42:28.273099899,9.0,63.0,10.0
1904-01-01 00:17:56.662255913,E4_Acc,2024-06-24 09:42:28.304359913,9.0,63.0,10.0
1904-01-01 00:17:56.693505913,E4_Acc,2024-06-24 09:42:28.335609913,8.0,63.0,10.0
1904-01-01 00:17:56.724755913,E4_Acc,2024-06-24 09:42:28.366859913,8.0,63.0,11.0
1904-01-01 00:17:56.756005913,E4_Acc,2024-06-24 09:42:28.398109913,9.0,63.0,11.0
1904-01-01 00:17:56.787255913,E4_Acc,2024-06-24 09:42:28.429359913,8.0,63.0,10.0
1904-01-01 00:17:56.818505913,E4_Acc,2024-06-24 09:42:28.460609913,8.0,63.0,11.0
1904-01-01 00:17:56.849755913,E4_Acc,2024-06-24 09:42:28.491859913,8.0,63.0,10.0
