,Seconds,LslTimestamp,MarkerIdx,EegSample,EegTimestamp
5,1904-01-01 00:14:52.964992,764.980345,35001,42344,84.688
12,1904-01-01 00:16:07.770976,839.7902559,35002,79747,159.494
18,1904-01-01 00:17:16.189984,908.2056335,35003,113954,227.908
27,1904-01-01 00:18:49.136000,1001.1521274,35004,160425,320.85
28,1904-01-01 00:18:56.340992,1008.3566439,35005,164027,328.054
31,1904-01-01 00:19:17.309984,1029.3260725,35101,174511,349.022
39,1904-01-01 00:20:38.158976,1110.1753106,35201,214934,429.868
41,1904-01-01 00:20:57.286976,1129.303206,35301,224498,448.996
74,1904-01-01 00:27:21.312992,1513.3298967,35102,416503,833.006
81,1904-01-01 00:28:24.532000,1576.5486748,35202,448111,896.222
85,1904-01-01 00:29:02.325984,1614.3430761,35302,467008,934.016
113,1904-01-01 00:34:18.201984,1930.2190365,35103,624939,1249.878
119,1904-01-01 00:35:19.466976,1991.4870411,35203,655572,1311.144
136,1904-01-01 00:38:55.776000,2207.7932702,35006,763721,1527.442
