Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:13:42.299610904,E4_Acc,2024-06-24 12:40:04.334549904,-32.0,0.0,55.0
1904-01-01 00:13:42.330870917,E4_Acc,2024-06-24 12:40:04.365809917,-32.0,1.0,55.0
1904-01-01 00:13:42.362120917,E4_Acc,2024-06-24 12:40:04.397059917,-32.0,1.0,55.0
1904-01-01 00:13:42.393370917,E4_Acc,2024-06-24 12:40:04.428309917,-32.0,1.0,55.0
1904-01-01 00:13:42.424620917,E4_Acc,2024-06-24 12:40:04.459559917,-33.0,1.0,56.0
1904-01-01 00:13:42.455870917,E4_Acc,2024-06-24 12:40:04.490809917,-32.0,0.0,56.0
1904-01-01 00:13:42.487120917,E4_Acc,2024-06-24 12:40:04.522059917,-32.0,0.0,56.0
1904-01-01 00:13:42.518370917,E4_Acc,2024-06-24 12:40:04.553309917,-32.0,0.0,56.0
1904-01-01 00:13:42.549630931,E4_Acc,2024-06-24 12:40:04.584569931,-32.0,-1.0,56.0
1904-01-01 00:13:42.580880931,E4_Acc,2024-06-24 12:40:04.615819931,-32.0,-1.0,55.0
1904-01-01 00:13:42.612130931,E4_Acc,2024-06-24 12:40:04.647069931,-32.0,0.0,55.0
1904-01-01 00:13:42.643380931,E4_Acc,2024-06-24 12:40:04.678319931,-32.0,1.0,55.0
1904-01-01 00:13:42.674630931,E4_Acc,2024-06-24 12:40:04.709569931,-32.0,1.0,56.0
1904-01-01 00:13:42.705880931,E4_Acc,2024-06-24 12:40:04.740819931,-32.0,1.0,56.0
1904-01-01 00:13:42.737130931,E4_Acc,2024-06-24 12:40:04.772069931,-32.0,1.0,56.0
1904-01-01 00:13:42.768390945,E4_Acc,2024-06-24 12:40:04.803329945,-32.0,1.0,56.0
1904-01-01 00:13:42.799640945,E4_Acc,2024-06-24 12:40:04.834579945,-32.0,1.0,56.0
1904-01-01 00:13:42.830890945,E4_Acc,2024-06-24 12:40:04.865829945,-32.0,1.0,55.0
1904-01-01 00:13:42.862140945,E4_Acc,2024-06-24 12:40:04.897079945,-33.0,0.0,55.0
1904-01-01 00:13:42.893390945,E4_Acc,2024-06-24 12:40:04.928329945,-32.0,0.0,55.0
1904-01-01 00:13:42.924640945,E4_Acc,2024-06-24 12:40:04.959579945,-32.0,1.0,55.0
1904-01-01 00:13:42.955890945,E4_Acc,2024-06-24 12:40:04.990829945,-32.0,1.0,56.0
1904-01-01 00:13:42.987150958,E4_Acc,2024-06-24 12:40:05.022089958,-32.0,1.0,55.0
1904-01-01 00:13:43.018400958,E4_Acc,2024-06-24 12:40:05.053339958,-32.0,1.0,55.0
1904-01-01 00:13:43.049650958,E4_Acc,2024-06-24 12:40:05.084589958,-32.0,1.0,56.0
1904-01-01 00:13:43.080900958,E4_Acc,2024-06-24 12:40:05.115839958,-32.0,1.0,56.0
1904-01-01 00:13:43.112150958,E4_Acc,2024-06-24 12:40:05.147089958,-32.0,1.0,56.0
1904-01-01 00:13:43.143400958,E4_Acc,2024-06-24 12:40:05.178339958,-32.0,1.0,56.0
1904-01-01 00:13:43.174650958,E4_Acc,2024-06-24 12:40:05.209589958,-32.0,1.0,55.0
1904-01-01 00:13:43.205910972,E4_Acc,2024-06-24 12:40:05.240849972,-32.0,1.0,56.0
1904-01-01 00:13:43.237160972,E4_Acc,2024-06-24 12:40:05.272099972,-33.0,1.0,55.0
1904-01-01 00:13:43.268410972,E4_Acc,2024-06-24 12:40:05.303349972,-32.0,0.0,56.0
1904-01-01 00:13:43.299660972,E4_Acc,2024-06-24 12:40:05.334599972,-33.0,-1.0,56.0
