Seconds,Stream,E4_Seconds,AccX,AccY,AccZ
1904-01-01 00:43:31.616992017,E4_Acc,2024-06-28 14:01:58.591480017,11.0,63.0,9.0
1904-01-01 00:43:31.648252030,E4_Acc,2024-06-28 14:01:58.622740030,11.0,63.0,9.0
1904-01-01 00:43:31.679502030,E4_Acc,2024-06-28 14:01:58.653990030,11.0,63.0,9.0
1904-01-01 00:43:31.710752030,E4_Acc,2024-06-28 14:01:58.685240030,11.0,63.0,9.0
1904-01-01 00:43:31.742002030,E4_Acc,2024-06-28 14:01:58.716490030,11.0,63.0,8.0
1904-01-01 00:43:31.773252030,E4_Acc,2024-06-28 14:01:58.747740030,11.0,63.0,9.0
1904-01-01 00:43:31.804502030,E4_Acc,2024-06-28 14:01:58.778990030,11.0,63.0,9.0
1904-01-01 00:43:31.835752030,E4_Acc,2024-06-28 14:01:58.810240030,11.0,63.0,9.0
1904-01-01 00:43:31.867012044,E4_Acc,2024-06-28 14:01:58.841500044,11.0,63.0,9.0
1904-01-01 00:43:31.898262044,E4_Acc,2024-06-28 14:01:58.872750044,11.0,63.0,9.0
1904-01-01 00:43:31.929512044,E4_Acc,2024-06-28 14:01:58.904000044,12.0,63.0,9.0
1904-01-01 00:43:31.960762044,E4_Acc,2024-06-28 14:01:58.935250044,12.0,63.0,8.0
1904-01-01 00:43:31.992012044,E4_Acc,2024-06-28 14:01:58.966500044,12.0,63.0,8.0
1904-01-01 00:43:32.023262044,E4_Acc,2024-06-28 14:01:58.997750044,12.0,62.0,8.0
1904-01-01 00:43:32.054512044,E4_Acc,2024-06-28 14:01:59.029000044,12.0,63.0,8.0
1904-01-01 00:43:32.085772057,E4_Acc,2024-06-28 14:01:59.060260057,12.0,63.0,8.0
1904-01-01 00:43:32.117022057,E4_Acc,2024-06-28 14:01:59.091510057,12.0,63.0,9.0
1904-01-01 00:43:32.148272057,E4_Acc,2024-06-28 14:01:59.122760057,11.0,62.0,9.0
1904-01-01 00:43:32.179522057,E4_Acc,2024-06-28 14:01:59.154010057,12.0,62.0,8.0
1904-01-01 00:43:32.210772057,E4_Acc,2024-06-28 14:01:59.185260057,12.0,63.0,9.0
1904-01-01 00:43:32.242022057,E4_Acc,2024-06-28 14:01:59.216510057,12.0,63.0,8.0
1904-01-01 00:43:32.273272057,E4_Acc,2024-06-28 14:01:59.247760057,11.0,63.0,9.0
1904-01-01 00:43:32.304532071,E4_Acc,2024-06-28 14:01:59.279020071,11.0,63.0,9.0
1904-01-01 00:43:32.335782071,E4_Acc,2024-06-28 14:01:59.310270071,11.0,63.0,9.0
1904-01-01 00:43:32.367032071,E4_Acc,2024-06-28 14:01:59.341520071,10.0,63.0,9.0
1904-01-01 00:43:32.398282071,E4_Acc,2024-06-28 14:01:59.372770071,11.0,63.0,9.0
1904-01-01 00:43:32.429532071,E4_Acc,2024-06-28 14:01:59.404020071,11.0,63.0,8.0
1904-01-01 00:43:32.460782071,E4_Acc,2024-06-28 14:01:59.435270071,11.0,63.0,8.0
1904-01-01 00:43:32.492032071,E4_Acc,2024-06-28 14:01:59.466520071,11.0,63.0,8.0
1904-01-01 00:43:32.523292085,E4_Acc,2024-06-28 14:01:59.497780085,11.0,63.0,8.0
1904-01-01 00:43:32.554542085,E4_Acc,2024-06-28 14:01:59.529030085,11.0,63.0,8.0
1904-01-01 00:43:32.585792085,E4_Acc,2024-06-28 14:01:59.560280085,11.0,62.0,8.0
1904-01-01 00:43:32.617042085,E4_Acc,2024-06-28 14:01:59.591530085,11.0,63.0,8.0
1904-01-01 00:43:32.648292085,E4_Acc,2024-06-28 14:01:59.622780085,12.0,63.0,8.0
1904-01-01 00:43:32.679542085,E4_Acc,2024-06-28 14:01:59.654030085,12.0,63.0,8.0
1904-01-01 00:43:32.710792085,E4_Acc,2024-06-28 14:01:59.685280085,12.0,63.0,9.0
1904-01-01 00:43:32.742052098,E4_Acc,2024-06-28 14:01:59.716540098,11.0,63.0,9.0
1904-01-01 00:43:32.773302098,E4_Acc,2024-06-28 14:01:59.747790098,12.0,63.0,9.0
1904-01-01 00:43:32.804552098,E4_Acc,2024-06-28 14:01:59.779040098,11.0,63.0,9.0
1904-01-01 00:43:32.835802098,E4_Acc,2024-06-28 14:01:59.810290098,11.0,63.0,9.0
1904-01-01 00:43:32.867052098,E4_Acc,2024-06-28 14:01:59.841540098,12.0,63.0,9.0
1904-01-01 00:43:32.898302098,E4_Acc,2024-06-28 14:01:59.872790098,12.0,63.0,9.0
1904-01-01 00:43:32.929552098,E4_Acc,2024-06-28 14:01:59.904040098,11.0,63.0,9.0
1904-01-01 00:43:32.960812112,E4_Acc,2024-06-28 14:01:59.935300112,11.0,63.0,8.0
1904-01-01 00:43:32.992062112,E4_Acc,2024-06-28 14:01:59.966550112,11.0,63.0,9.0
1904-01-01 00:43:33.023312112,E4_Acc,2024-06-28 14:01:59.997800112,11.0,62.0,8.0
1904-01-01 00:43:33.054562112,E4_Acc,2024-06-28 14:02:00.029050112,11.0,62.0,9.0
1904-01-01 00:43:33.085812112,E4_Acc,2024-06-28 14:02:00.060300112,11.0,63.0,9.0
1904-01-01 00:43:33.117062112,E4_Acc,2024-06-28 14:02:00.091550112,12.0,63.0,9.0
1904-01-01 00:43:33.148312112,E4_Acc,2024-06-28 14:02:00.122800112,12.0,62.0,9.0
1904-01-01 00:43:33.179571887,E4_Acc,2024-06-28 14:02:00.154059887,11.0,62.0,9.0
1904-01-01 00:43:33.210821887,E4_Acc,2024-06-28 14:02:00.185309887,12.0,63.0,9.0
1904-01-01 00:43:33.242071887,E4_Acc,2024-06-28 14:02:00.216559887,12.0,63.0,9.0
1904-01-01 00:43:33.273321887,E4_Acc,2024-06-28 14:02:00.247809887,12.0,63.0,9.0
1904-01-01 00:43:33.304571887,E4_Acc,2024-06-28 14:02:00.279059887,11.0,63.0,9.0
1904-01-01 00:43:33.335821887,E4_Acc,2024-06-28 14:02:00.310309887,11.0,63.0,9.0
1904-01-01 00:43:33.367071887,E4_Acc,2024-06-28 14:02:00.341559887,12.0,63.0,9.0
1904-01-01 00:43:33.398331901,E4_Acc,2024-06-28 14:02:00.372819901,12.0,63.0,9.0
1904-01-01 00:43:33.429581901,E4_Acc,2024-06-28 14:02:00.404069901,11.0,63.0,9.0
1904-01-01 00:43:33.460831901,E4_Acc,2024-06-28 14:02:00.435319901,12.0,63.0,9.0
1904-01-01 00:43:33.492081901,E4_Acc,2024-06-28 14:02:00.466569901,12.0,62.0,9.0
1904-01-01 00:43:33.523331901,E4_Acc,2024-06-28 14:02:00.497819901,12.0,62.0,9.0
1904-01-01 00:43:33.554581900,E4_Acc,2024-06-28 14:02:00.529069900,12.0,63.0,9.0
1904-01-01 00:43:33.585841914,E4_Acc,2024-06-28 14:02:00.560329914,12.0,62.0,8.0
1904-01-01 00:43:33.617091914,E4_Acc,2024-06-28 14:02:00.591579914,12.0,62.0,8.0
1904-01-01 00:43:33.648341914,E4_Acc,2024-06-28 14:02:00.622829914,12.0,63.0,9.0
1904-01-01 00:43:33.679591914,E4_Acc,2024-06-28 14:02:00.654079914,12.0,62.0,9.0
1904-01-01 00:43:33.710841914,E4_Acc,2024-06-28 14:02:00.685329914,12.0,62.0,9.0
1904-01-01 00:43:33.742091914,E4_Acc,2024-06-28 14:02:00.716579914,12.0,63.0,9.0
1904-01-01 00:43:33.773341914,E4_Acc,2024-06-28 14:02:00.747829914,12.0,62.0,9.0
1904-01-01 00:43:33.804601928,E4_Acc,2024-06-28 14:02:00.779089928,12.0,63.0,9.0
1904-01-01 00:43:33.835851928,E4_Acc,2024-06-28 14:02:00.810339928,12.0,63.0,9.0
1904-01-01 00:43:33.867101928,E4_Acc,2024-06-28 14:02:00.841589928,12.0,62.0,9.0
1904-01-01 00:43:33.898351928,E4_Acc,2024-06-28 14:02:00.872839928,12.0,63.0,9.0
1904-01-01 00:43:33.929601928,E4_Acc,2024-06-28 14:02:00.904089928,11.0,63.0,9.0
1904-01-01 00:43:33.960851928,E4_Acc,2024-06-28 14:02:00.935339928,12.0,63.0,9.0
1904-01-01 00:43:33.992101928,E4_Acc,2024-06-28 14:02:00.966589928,12.0,63.0,9.0
1904-01-01 00:43:34.023361941,E4_Acc,2024-06-28 14:02:00.997849941,11.0,63.0,9.0
1904-01-01 00:43:34.054611941,E4_Acc,2024-06-28 14:02:01.029099941,12.0,63.0,9.0
1904-01-01 00:43:34.085861941,E4_Acc,2024-06-28 14:02:01.060349941,12.0,63.0,9.0
1904-01-01 00:43:34.117111941,E4_Acc,2024-06-28 14:02:01.091599941,12.0,62.0,8.0
1904-01-01 00:43:34.148361941,E4_Acc,2024-06-28 14:02:01.122849941,12.0,62.0,8.0
1904-01-01 00:43:34.179611941,E4_Acc,2024-06-28 14:02:01.154099941,12.0,63.0,8.0
1904-01-01 00:43:34.210861941,E4_Acc,2024-06-28 14:02:01.185349941,12.0,63.0,8.0
1904-01-01 00:43:34.242121955,E4_Acc,2024-06-28 14:02:01.216609955,12.0,63.0,8.0
1904-01-01 00:43:34.273371955,E4_Acc,2024-06-28 14:02:01.247859955,11.0,63.0,8.0
1904-01-01 00:43:34.304621955,E4_Acc,2024-06-28 14:02:01.279109955,11.0,63.0,9.0
1904-01-01 00:43:34.335871955,E4_Acc,2024-06-28 14:02:01.310359955,11.0,63.0,9.0
1904-01-01 00:43:34.367121955,E4_Acc,2024-06-28 14:02:01.341609955,11.0,63.0,9.0
1904-01-01 00:43:34.398371955,E4_Acc,2024-06-28 14:02:01.372859955,11.0,63.0,9.0
1904-01-01 00:43:34.429621955,E4_Acc,2024-06-28 14:02:01.404109955,11.0,63.0,9.0
1904-01-01 00:43:34.460881968,E4_Acc,2024-06-28 14:02:01.435369968,11.0,63.0,9.0
1904-01-01 00:43:34.492131968,E4_Acc,2024-06-28 14:02:01.466619968,11.0,63.0,9.0
1904-01-01 00:43:34.523381968,E4_Acc,2024-06-28 14:02:01.497869968,12.0,63.0,9.0
1904-01-01 00:43:34.554631968,E4_Acc,2024-06-28 14:02:01.529119968,12.0,63.0,9.0
1904-01-01 00:43:34.585881968,E4_Acc,2024-06-28 14:02:01.560369968,12.0,63.0,8.0
1904-01-01 00:43:34.617131968,E4_Acc,2024-06-28 14:02:01.591619968,12.0,63.0,8.0
1904-01-01 00:43:34.648381968,E4_Acc,2024-06-28 14:02:01.622869968,12.0,62.0,8.0
1904-01-01 00:43:34.679641982,E4_Acc,2024-06-28 14:02:01.654129982,12.0,63.0,8.0
1904-01-01 00:43:34.710891982,E4_Acc,2024-06-28 14:02:01.685379982,12.0,63.0,8.0
1904-01-01 00:43:34.742141982,E4_Acc,2024-06-28 14:02:01.716629982,12.0,62.0,7.0
1904-01-01 00:43:34.773391982,E4_Acc,2024-06-28 14:02:01.747879982,12.0,63.0,8.0
1904-01-01 00:43:34.804641982,E4_Acc,2024-06-28 14:02:01.779129982,12.0,62.0,8.0
1904-01-01 00:43:34.835891982,E4_Acc,2024-06-28 14:02:01.810379982,12.0,62.0,9.0
1904-01-01 00:43:34.867141982,E4_Acc,2024-06-28 14:02:01.841629982,12.0,63.0,9.0
1904-01-01 00:43:34.898401996,E4_Acc,2024-06-28 14:02:01.872889996,12.0,63.0,9.0
1904-01-01 00:43:34.929651996,E4_Acc,2024-06-28 14:02:01.904139996,11.0,63.0,9.0
1904-01-01 00:43:34.960901996,E4_Acc,2024-06-28 14:02:01.935389996,11.0,63.0,9.0
1904-01-01 00:43:34.992151996,E4_Acc,2024-06-28 14:02:01.966639996,11.0,63.0,9.0
1904-01-01 00:43:35.023401996,E4_Acc,2024-06-28 14:02:01.997889996,11.0,63.0,9.0
1904-01-01 00:43:35.054651996,E4_Acc,2024-06-28 14:02:02.029139996,11.0,63.0,8.0
1904-01-01 00:43:35.085901996,E4_Acc,2024-06-28 14:02:02.060389996,11.0,63.0,8.0
